dob,name,subj_id,hundred_m,long_jump,shot_put,high_jump,four_hundred_m,hurdles,discus,pole_vault,javelin,fifteen_hundred_m,age,points,date,athlete_id
1991-01-29,Vasil IVANITSKIY,2210,11.27,6.95,13.04,1.92,50.33,14.62,41.89,4.9,53.87,291,27.468856947296374,7539,2018-07-19,940
1991-05-03,Marcus NILSSON,1339,11.43,6.88,14.44,1.97,50.23,14.89,42.54,4.3,52.2,269,21.010266940451746,7539,2012-05-06,561
1982-01-24,Hamdi DHOUIBI,749,11.12,6.81,14.1,1.82,48.88,14.69,43.9,4.6,50.83,281,28.39151266255989,7539,2010-06-16,305
1979-09-21,William FRULLANI,2276,11.02,7.45,13.63,1.98,50.71,14.77,43.27,4.4,50.62,301,31.78097193702943,7539,2011-07-03,961
1979-03-14,Agustín FÉLIX,34,11.32,7.19,13.23,2.08,52.41,14.8,42.81,4.9,50.1,300,30.43668720054757,7539,2009-08-20,13
1982-02-09,Lars ALBERT,1216,11.31,7.05,15.53,1.86,52.03,15.09,46.07,4.9,54.88,306,27.411362080766597,7538,2009-07-09,507
1993-11-09,Yufei HU,2337,11.21,7.03,14.66,1.94,50.25,14.36,36.88,4.8,49.62,289,23.82751540041068,7538,2017-09-07,989
1998-04-22,Ben COLLERTON,273,11.12,6.99,13.33,2.04,50.71,15.03,46.49,4.55,49.44,295,23.983572895277206,7538,2022-04-16,108
1985-09-16,Renato Atila SOUZA DA CAMARA,1757,11.4,7.31,14.18,2.05,50.91,14.76,41.57,4.6,45.45,288,26.67488021902806,7538,2012-05-20,748
1994-06-19,Mike MORGAN,1483,11.03,7.06,13.24,2.09,50.71,14.52,39.68,4.7,41.51,283,20.824093086926762,7538,2015-04-16,622
1983-07-03,Ludo VAN DER PLAAT,1278,11.25,7.02,14.05,1.92,50.1,15.16,41.44,4.4,68.45,307,25.930184804928132,7537,2009-06-07,535
1978-10-25,Vitaliy SMIRNOV,2238,11.29,6.85,14.33,1.94,50,16,43.06,4.4,59.87,273,23.958932238193018,7537,2002-10-10,948
1993-09-26,Solomon SIMMONS,1971,11.01,6.72,14.89,1.81,49.4,14.67,42.66,4.5,57.2,292,22.548939082819988,7537,2016-04-14,842
1997-04-28,Ken MULLINGS,1135,10.88,6.91,13.88,1.96,49.83,14.31,38.58,4.4,56.83,300,25.045859000684462,7537,2022-05-15,472
1992-01-25,Kevin LAZAS,1150,11.16,7.18,14.04,1.93,52.4,15.55,39.12,5,56.51,284,21.256673511293634,7537,2013-04-28,477
1982-07-30,Iván Scolfaro CAETANO DA SILVA,847,11.45,6.97,13.66,1.98,50.75,15.08,40.43,4.55,56.24,273,25.782340862423,7537,2008-05-11,356
1987-10-21,Björn BARREFORS,301,11.02,7.17,13.06,1.97,49.9,14.83,39.8,4.9,49.03,297,24.687200547570157,7537,2012-06-28,119
1998-01-08,Markus BALLENGEE,1357,11.04,6.67,12.85,1.92,50.05,14.49,43.35,4.9,47.71,281,20.21902806297057,7537,2018-03-29,566
1975-07-02,Paolo CASARSA,1629,11.35,6.8,14.33,1.85,52.5,14.43,46.35,4.6,61.77,294,29.00752908966461,7536,2004-07-04,690
1981-08-30,André NIKLAUS,184,11.42,6.68,14.17,1.94,51.91,14.57,42.72,4.9,60.52,299,29.99315537303217,7536,2011-08-28,67
1993-04-09,James TURNER,887,10.99,7.13,12.93,1.83,49.06,15.12,36.29,4.3,59.19,261,21.336071184120467,7536,2014-08-10,374
1989-07-08,Jacek NABOŻNY,853,11.29,7.17,14.1,1.98,48.63,15.15,37.13,4.4,57.92,291,20.969199178644764,7536,2010-06-27,361
2000-05-11,Jorge DAVILA,1025,11.11,7.05,13.74,1.92,49.57,15.58,40.32,5,54.98,298,22.067077344284737,7536,2022-06-05,423
1971-05-30,Anis RIAHI,195,10.92,7.34,11.05,1.87,47.52,15.34,38.63,4.35,53.7,263,30.031485284052017,7536,2001-06-10,71
1989-11-23,Felix HEPPERLE,651,11.12,7.1,12.99,1.95,48.81,15.29,39.29,4.6,52.39,278,28.56399726214921,7536,2018-06-17,254
1983-09-03,Joe DETMER,968,11.24,7.06,12.19,1.92,47.28,15.53,33.9,4.6,52.03,251,22.76249144421629,7536,2006-06-08,402
1993-11-09,Yufei HU,2337,11.3,6.88,14.95,1.92,50.09,14.56,37.55,4.8,51.43,284,25.66735112936345,7536,2019-07-11,989
1996-08-21,Jacopo ZANATTA,864,11.31,7.3,12.56,2.08,49.4,14.88,40.2,4.3,49.68,280,20.90075290896646,7536,2017-07-16,368
1985-11-06,Krzysztof PLASKOTA,1191,11.2,7.22,14.33,2.02,50.41,14.83,39.45,4,59.57,290,24.580424366872005,7535,2010-06-06,496
1984-07-16,Attila SZABÓ,249,11.17,7.05,13.94,1.88,50,14.79,43.02,4.3,58.09,286,24.87337440109514,7535,2009-05-31,95
1993-03-23,Manuel A. GONZÁLEZ,1317,11.4,7.28,14.55,2.01,51.69,14.98,35.15,4.5,57.71,279,19.983572895277206,7535,2013-03-17,553
1993-12-21,Tsuyoshi SHIMIZU,2177,10.97,7.05,11.87,1.96,49.46,15.07,38.27,4.6,54.5,273,22.47501711156742,7535,2016-06-12,928
1990-01-13,Simone CAIROLI,1961,11.13,7.13,12.98,2.01,49.14,14.64,37.91,4.15,52.45,273,27.290896646132786,7535,2017-04-29,836
1990-05-10,Isaac MURPHY,835,10.74,6.7,12.79,1.87,48.74,14.86,41.9,4.63,50.18,277,21.010266940451746,7535,2011-05-14,350
1987-09-17,Rene STAUSS,1760,11.09,6.81,13.99,2.12,51.37,15.59,45.21,4.1,60.76,295,24.711841204654345,7534,2012-06-03,750
1980-03-20,Mike MARSH,1482,10.96,6.65,13.66,1.9,50.38,14.55,39.5,4.9,53.52,287,29.267624914442163,7534,2009-06-26,621
1989-01-29,John LANE,988,10.88,7.02,13.7,1.95,49.22,15.22,37.96,5,48.75,295,23.362080766598222,7534,2012-06-10,408
1976-09-26,Marc MAGRANS,1326,11.07,7.33,12.33,1.96,49.75,15.16,36.38,4.8,48.07,269,24.70362765229295,7534,2001-06-10,556
1991-03-28,Jeff MOHL,930,10.86,7.21,11.6,2.02,49.59,15.57,36.39,4.9,50.44,278,23.208761122518823,7533,2014-06-12,388
1992-12-21,Sander MAES,1882,11.17,7.27,13.5,2.06,50.69,14.59,41.54,4.4,48.02,292,24.451745379876797,7533,2017-06-04,802
1992-11-18,Liam RAMSAY,1248,11.36,7.02,12.94,1.98,47.59,14.69,39.72,4.3,44.02,260,21.6290212183436,7533,2014-07-06,522
1994-01-06,Atsu NYAMADI,246,11.22,7.31,13.04,1.97,50.8,15.06,43.5,3.75,65.63,283,21.253935660506503,7532,2015-04-09,94
1988-02-05,Yevgeniy SARANTSEV,2314,11.42,6.98,14.62,1.93,52.67,15.68,43.18,4.7,61.42,280,34.49144421629021,7532,2022-08-03,980
1985-05-03,Carlos Eduardo BEZERRA CHININ,352,11.09,7.24,13.21,1.96,49.68,14.91,42.54,4,59.12,288,25.377138945927445,7532,2010-09-18,137
1984-07-23,Stephen CAIN,1998,11.39,6.76,12.98,1.97,51.2,15.05,41.01,4.96,57.85,282,26.847364818617386,7532,2011-05-29,851
1986-07-24,Keisuke USHIRO,1132,11.51,6.73,14.93,1.89,50.85,15.43,46.85,4.7,56.52,283,29.097878165639973,7532,2015-08-29,470
1977-04-03,Jari OLLI,916,11.3,7.16,13.23,1.98,51.86,14.78,42.03,4.9,51.53,290,30.261464750171115,7532,2007-07-08,384
1988-11-23,Lars Vikan RISE,1219,11.49,6.85,15.33,1.98,50.55,16.14,42.05,4,68.98,276,24.62422997946612,7531,2013-07-09,509
1995-02-16,Fredrik SAMUELSSON,690,11.19,7.13,13.9,1.95,51.33,14.95,39.17,4.25,59.03,274,20.243668720054757,7531,2015-05-16,278
1991-05-21,Jonay JORDAN,1008,11.13,7.18,14.56,2.02,50.47,14.67,39.78,4.25,55.78,301,24.199863107460644,7531,2015-08-02,416
1985-01-08,Franck LOGEL,679,11.07,6.94,12.13,1.95,49.86,14.88,37.03,4.9,52.36,273,21.53593429158111,7531,2006-07-23,273
1980-02-29,Kun-Woo KIM,1194,11.29,7.12,12.83,1.91,48.99,14.89,36.23,4.8,44.79,256,27.50444900752909,7531,2007-09-01,497
1988-04-04,Yaroslav NOVITSKIY,2306,11.73,7.05,14.5,2,52.06,15.59,38.31,4.8,65.03,286,26.11362080766598,7530,2014-05-16,976
1991-05-21,Jonay JORDAN,1008,11.46,7.05,14.51,2,51.07,14.89,43.21,4.4,57.67,295,23.95071868583162,7530,2015-05-03,416
1990-11-21,Ben GREGORY,275,11.35,7.09,12.98,1.83,50.31,14.55,39.72,4.6,55.5,266,26.611909650924023,7530,2017-07-02,109
1982-01-24,Hamdi DHOUIBI,749,10.84,7.44,11.6,1.83,49.61,14.98,38.92,4.5,54.34,271,19.633127994524298,7530,2001-09-12,305
1990-01-08,Kaarel JÕEVÄLI,1104,11.1,7.19,13.19,2,49.12,14.85,37.61,4.57,48.9,283,23.416837782340863,7530,2013-06-09,459
1994-12-21,Charlie CARD-CHILDERS,368,11.19,6.83,12.92,2.04,51.77,15.05,42.31,4.8,59.07,298,24.265571526351813,7529,2019-03-28,141
1981-04-22,Madis KALLAS,1299,11.16,7.01,13.51,2.01,50.69,15.05,41.16,4.4,57.81,288,21.188227241615333,7529,2002-06-30,545
1993-04-09,James TURNER,887,10.86,7.15,13.41,1.8,50.07,15.07,41.02,4.4,57.59,277,22.247775496235455,7529,2015-07-09,374
1989-01-29,John LANE,988,10.89,7.26,12.93,1.92,49.64,14.96,43.79,4.8,49.86,308,29.193702943189596,7529,2018-04-10,408
1983-05-11,Frédéric XHONNEUX,691,11.48,7.09,12.98,1.96,50.06,15.24,39.85,4.8,48.94,263,23.29637234770705,7529,2006-08-27,279
1995-03-16,Tim EHRHARDT,2112,10.99,7.46,12.97,1.9,48.6,15.57,39.6,5,45.47,291,22.102669404517453,7529,2017-04-22,897
1978-10-23,Francisco José CARO,678,11.05,7.36,13.87,1.92,52.12,15.7,38.38,4.9,60.04,294,24.739219712525667,7528,2003-07-20,272
1987-09-17,Rene STAUSS,1760,11.19,7.1,14.18,1.99,51.54,15.51,42.84,4.55,57.31,291,28.78576317590691,7528,2016-06-30,750
1984-03-28,Mikk-Mihkel ARRO,1490,11.11,6.94,14.42,1.9,51.28,14.82,41.83,4.5,56.21,284,25.39630390143737,7528,2009-08-20,627
1987-07-02,Tom BECHERT,2129,11.39,6.81,13.81,1.87,49.98,14.73,40.36,4.9,56.08,284,23.94524298425736,7528,2011-06-12,904
1995-08-03,Gerson IZAGUIRRE,719,11.22,7.29,13.72,2.03,50.13,14.77,39.03,4.4,54.81,298,23.770020533880903,7528,2019-05-11,288
1987-03-02,Jérémy SOLOT,1098,11.19,7.18,13.68,1.98,50.51,14.71,41.84,4.6,53.32,301,24.33675564681725,7528,2011-07-03,454
1991-03-28,Jeff MOHL,930,11.01,6.96,11.57,2.03,48.28,15.07,34.21,4.8,52.07,276,21.062286105407257,7528,2012-04-19,388
1984-10-01,Ben HAZELL,277,11.3,6.72,13.66,1.95,49.46,14.94,43.05,4.4,51.27,268,23.742642026009584,7528,2008-06-29,110
1988-01-12,Jonas FRINGELI,997,11.44,7.06,13.47,1.92,49.58,14.67,38.81,4.7,51.24,274,27.477070499657767,7528,2015-07-05,412
1981-02-12,Mikk JOORITS,1487,10.82,7.06,13.21,1.82,47.35,15.64,40.99,4.42,50.04,269,22.239561943874058,7528,2003-05-11,624
1994-12-07,Luca WIELAND,1273,10.92,7.37,13.33,1.99,51.48,15.18,43.01,4.6,49.59,294,20.3750855578371,7528,2015-04-23,532
1989-01-24,Kurtis BRONDYKE,1198,11.16,7.07,14.4,1.93,52.35,14.93,44.01,4.4,58.18,289,26.24229979466119,7527,2015-04-23,500
1983-03-21,Marcin DRÓŻDŻ,1331,11.44,6.8,13.81,2.04,52.4,14.61,46.62,4.7,57.96,309,28.28473648186174,7527,2011-07-03,557
1998-05-16,Jannis WOLFF,912,10.91,7.05,12.34,1.96,50.29,15.08,37.64,4.6,57.5,280,21.12251882272416,7527,2019-06-30,383
1987-03-24,Sami ITANI,1874,11.37,6.78,14.93,2,51.56,15.12,43.47,4.4,56.85,283,22.316221765913756,7527,2009-07-17,799
1990-11-21,Ben GREGORY,275,11.33,7.09,12.81,1.8,50.2,14.79,41.89,4.8,54.98,273,24.618754277891856,7527,2015-07-05,109
1996-01-10,Gabriel MOORE,695,10.96,7.09,14.11,1.89,49.78,15.04,43.72,4.41,54.2,295,21.409993155373034,7527,2017-06-08,280
1988-09-06,Rasmus CARLSSON,1739,11.36,6.85,14.2,2,50.81,15.95,38.72,5.07,59.05,291,24.75564681724846,7526,2013-06-09,740
1992-04-01,Martin ROE,1367,11.1,7.09,14.37,1.86,50.23,16.27,46.36,4.2,58.71,272,21.27857631759069,7526,2013-07-12,574
1981-04-22,Madis KALLAS,1299,11.17,7.19,13.82,2.03,50.71,15.31,37.3,4.5,55.98,284,21.05407255304586,7526,2002-05-12,545
1991-08-13,Paweł WIESIOŁEK,1662,11.16,7.04,13.32,2.04,49.31,16.04,42.41,4.4,54.97,281,22.89664613278576,7526,2014-07-06,707
1985-03-13,Simon WALTER,1957,11.15,7.18,13.55,2,49.57,15.55,43.03,4.8,50.24,301,25.21286789869952,7526,2010-05-30,833
1984-11-04,Aleksandr KISLOV,66,11.2,7.08,15,2.07,51.59,14.81,36.83,4.7,48.88,291,22.67214236824093,7526,2007-07-08,22
1990-02-18,Gray HORN,733,10.91,7.17,13.72,1.98,50.59,14.73,41.03,4.85,47.91,307,23.129363449691994,7526,2013-04-06,294
1976-08-08,Óscar GONZÁLEZ,2370,11.07,7.2,13.63,2,49.71,14.96,37.03,4.6,45.54,275,29.00479123887748,7526,2005-08-10,1006
1987-04-11,František STANĚK,685,11.87,6.54,14.86,1.92,51.92,15.03,37.49,5.2,63.76,281,24.227241615331966,7525,2011-07-03,274
1991-01-29,Vasil IVANITSKIY,2210,11.49,7.36,13.4,1.97,50.63,15.38,42.4,4.4,56.44,279,23.485284052019164,7525,2014-07-25,940
1984-03-28,Mikk-Mihkel ARRO,1490,11.11,7.2,14.58,1.86,50.83,14.54,40.58,4.4,53.54,284,26.247775496235455,7525,2010-06-27,627
1985-03-18,Chris HELWICK,386,11.52,6.74,13.2,1.94,52.03,15.41,41.79,4.8,64.81,275,34.35455167693361,7524,2019-07-26,150
1986-07-25,Dan KINSEY,463,11.78,6.76,13.88,1.93,53.04,15.36,48.89,4.7,62.03,278,23.87953456536619,7524,2010-06-11,182
1982-09-27,Atis VAISJUNS,245,11.55,6.9,14.76,1.98,51.86,15.17,45.46,4.75,59.23,304,27.835728952772072,7524,2010-07-29,93
1990-01-05,Maximilian GILDE,1436,11.23,7.41,13.24,1.83,50.11,14.92,37.17,4.7,58.89,284,23.50718685831622,7524,2013-07-09,602
1993-04-04,Juuso HASSI,1094,11.16,6.93,13.31,1.9,49.64,15.21,41.49,4.65,57.84,286,22.327173169062284,7524,2015-08-02,451
1991-05-21,Jonay JORDAN,1008,11.15,7.21,14.41,1.91,49.62,14.56,40.53,4.3,56.52,300,26.039698836413415,7524,2017-06-04,416
1979-05-15,Aleksandr SHTEPA,72,10.97,6.72,14.57,1.92,50.52,14.78,44.94,4,54.13,274,22.130047912388775,7524,2001-07-01,27
1991-05-21,Jonay JORDAN,1008,11.22,7.35,14.2,2.02,50.89,14.77,43.33,4.3,53.75,307,24.966461327857633,7524,2016-05-08,416
1992-11-25,Sergey TIMSHIN,1914,11.49,7.16,13.56,2.06,49.61,15.04,40.01,4.6,51.77,291,26.477754962354553,7524,2019-05-19,814
1987-03-27,Dawid PYRA,522,11.08,7.01,12.75,2.01,49.99,14.74,40.73,4.7,51.39,293,21.470225872689937,7524,2008-09-14,202
1987-06-26,Gaël QUERIN,706,11.22,6.96,12.27,1.97,49.12,15.93,38.44,5,49.55,263,25.973990417522245,7524,2013-06-16,284
1999-12-12,Chen-Yu WANG,375,11.09,7.15,14.13,1.99,50.58,14.76,38.98,4.3,60.42,302,21.809719370294317,7523,2021-10-03,144
1982-11-26,Mykola SHULGA,1512,11.34,6.94,14.76,1.89,50.95,14.82,46.82,4.5,56.09,297,26.587268993839835,7523,2009-06-28,638
1996-09-12,Aaron BOOTH,2,11.19,7.17,13.49,2.01,49.75,15.85,41.45,4.2,55.23,272,20.95003422313484,7523,2017-08-25,1
1983-06-01,Guillaume BARRAS,735,11.47,6.89,13.81,1.88,50.3,15.04,41.03,4.55,54.73,262,25.28952772073922,7523,2008-09-14,295
1986-08-30,Daniel KELLER,478,11.48,7.06,13.87,2.04,50.52,15.1,37.99,4.85,51.33,284,22.63107460643395,7523,2009-04-17,188
1981-08-03,Slaven DIZDAREVIČ,1968,11.06,7.16,15.02,1.94,49.87,14.35,35.69,4.3,56.47,298,27.890485968514717,7522,2009-06-24,839
1982-01-23,Kyle MCCARTHY,1202,11.54,7.01,14.98,1.98,50.28,15.55,41.01,4.35,55.68,272,27.293634496919918,7522,2009-05-10,503
1992-11-30,Darko PEŠIĆ,493,11.62,6.91,14.2,1.98,51.41,14.87,44.26,4.3,54.85,269,20.61327857631759,7522,2013-07-12,195
1975-01-10,Krzysztof ANDRZEJAK,1189,10.76,7.36,14.01,2,49.92,15.49,38.44,4.7,51.8,310,29.481177275838466,7522,2004-07-04,494
1994-05-30,Vadym ADAMCHUK,2201,11.1,7.31,14.42,1.92,51.41,15.29,43.08,4.6,50.52,287,26.967830253251197,7522,2021-05-18,937
1991-11-28,Patrick SCHERFOSE,1641,11.19,7.09,14.16,1.84,50.69,14.42,42.38,4.8,49.51,289,23.496235455167692,7522,2015-05-28,698
1997-07-14,Jan RUHRMANN,902,11.41,6.91,15.12,1.92,50.79,15.76,43.42,4.2,66.75,285,24.815879534565365,7521,2022-05-08,379
1986-05-12,Tero OJALA,2084,11.38,6.84,13.86,1.86,51.45,15.63,42.89,4.9,63.17,284,23.129363449691994,7521,2009-06-28,885
1983-03-21,Marcin DRÓŻDŻ,1331,11.39,6.94,14.26,2.07,52.18,14.99,39.48,4.8,60.06,306,25.27583846680356,7521,2008-06-29,557
1988-07-24,Quentin JAMMIER,1719,11.69,6.94,13.63,1.94,49.65,15.25,39.02,4.5,57.32,261,20.980150581793293,7521,2009-07-17,729
1985-05-04,Nikolay SHUBENOK,1575,12.03,6.94,14.02,2.01,51.13,14.86,41.98,4.6,56.47,273,29.17180013689254,7521,2014-07-06,664
1988-08-28,Tommy BARRINEAU,2140,11.13,6.66,12.9,1.92,49.54,14.89,35.9,5.05,55.08,278,25.61806981519507,7521,2014-04-11,909
1995-12-08,Steele WASIK,1977,10.91,6.96,12.48,1.94,49.7,14.23,38.93,4.4,52.65,280,19.353867214236825,7521,2015-04-16,843
1990-01-15,Jeremy TAIWO,940,11.1,6.68,11.68,2.03,50.47,14.54,41.45,4.45,48.03,257,20.31211498973306,7521,2010-05-09,392
1992-11-18,Liam RAMSAY,1248,10.94,7.27,12.52,2.03,48.34,14.71,37.16,4.2,46.76,276,23.526351813826146,7521,2016-05-29,522
1996-09-12,Aaron BOOTH,2,11,7.2,13.61,1.99,51.99,15.64,39.38,4.41,60.74,282,24.66803559206023,7520,2021-05-14,1
1983-08-07,Haifeng QI,747,11.22,7.01,13.53,1.94,50.48,14.66,47.16,4.3,60.4,310,30.094455852156056,7520,2013-09-10,303
1993-04-07,Alex MCCUNE,97,11.18,7.06,12.87,1.93,51.87,14.75,41.75,4.9,58.69,299,23.09924709103354,7520,2016-05-13,38
1987-06-27,Luiz Alberto DE ARAUJO,1286,10.93,7.18,14.11,1.92,49.22,14.4,30.19,4.65,55.43,292,23.805612594113622,7520,2011-04-17,537
1995-02-02,Alex APARECIDO SOARES,93,11.11,7.52,14.8,2.04,50.32,14.78,41.14,4.2,54.81,323,22.351813826146476,7520,2017-06-10,35
1994-01-22,Adrian RILEY,31,10.82,7.91,12.3,1.95,51.12,15.51,42.7,4.21,53.81,292,24.372347707049965,7520,2018-06-07,12
1984-01-03,Robert Jacob ARNOLD,1790,11.08,6.39,14.08,1.95,49.85,14.39,39.06,4.75,53.12,284,24.35318275154004,7520,2008-05-11,762
1991-11-08,Nathanael FRANKS,1524,11.13,7.07,13.36,1.97,49.2,15.59,40.27,4.25,51.66,263,21.503080082135522,7520,2013-05-10,642
1992-01-22,Reinis KRĒGERS,1752,11.17,7.06,14.3,1.98,51.1,15.5,43.61,4.2,59.2,283,26.51334702258727,7519,2018-07-28,746
1984-01-03,Robert Jacob ARNOLD,1790,11.31,6.2,14.45,1.93,50.98,14.63,45.56,4.9,56.89,295,28.238193018480494,7519,2012-03-30,762
1983-08-01,David GERVASI,502,11.3,7.17,13.6,1.97,51.25,14.73,38.57,4.6,54.15,281,21.82614647501711,7519,2005-05-29,198
1995-12-08,Steele WASIK,1977,11.02,6.92,12.6,1.96,49.17,14.32,39.58,4.4,53.63,286,19.50718685831622,7519,2015-06-11,843
1999-12-11,Josh FARMER,1043,10.71,7.18,13.83,1.86,48.1,15.28,38.17,4.51,46.64,278,22.494182067077343,7519,2022-06-09,430
1991-07-16,Marek LUKÁŠ,1342,11.11,6.96,14.06,1.83,51.17,14.72,39.45,4.4,65.92,286,21.861738535249827,7518,2013-05-26,562
1991-07-16,Marek LUKÁŠ,1342,11.01,6.79,13.65,1.83,51.39,14.67,42.02,4.6,63.22,291,29.911019849418206,7518,2021-06-13,562
1978-08-11,Henri KOKKONEN,777,11.39,6.76,14.38,1.95,51.18,15.4,42.59,4.5,63.22,285,23.88501026694045,7518,2002-06-30,319
1995-06-14,Kazuya KATAYAMA,1124,10.9,6.86,12.56,1.85,50.16,14.97,43.61,4.5,62.93,292,26.976043805612594,7518,2022-06-05,466
1985-11-28,Patrick SPINNER,1642,11.09,7.09,13.37,1.91,49.97,15.09,39.33,4.3,61.81,284,24.48186173853525,7518,2010-05-23,699
1971-03-15,Rolf SCHLÄFLI,1810,11.5,6.99,13.5,1.86,49.6,15.04,43.21,4.7,60.12,290,31.293634496919918,7518,2002-06-30,771
1990-07-21,Sang-hwa BAE,1884,11.1,6.97,13.11,1.97,51.14,14.83,37.54,4.5,57.92,275,28.238193018480494,7518,2018-10-16,804
1987-05-31,Mat CLARK,1381,11.19,7.27,14.23,1.93,52.11,15.84,39.26,4.6,56.45,270,27.89596167008898,7518,2015-04-23,582
1983-08-01,David GERVASI,502,11.28,7.05,13.78,1.94,50.87,14.83,38.27,4.8,53.01,281,23.81930184804928,7518,2007-05-27,198
1991-04-23,Briander RIVEIRO,333,11.1,7.29,13.79,2.05,50.6,14.9,43.6,4.2,53,288,27.81930184804928,7518,2019-02-16,128
1997-10-04,Felix WOLTER,654,10.99,7.08,12.74,1.97,48.7,14.92,38.19,4.7,48.53,285,21.659137577002053,7518,2019-06-02,257
1996-03-07,Harrison WILLIAMS,759,10.83,6.88,11.96,1.99,47.99,14.82,31.42,5,47.58,276,19.04996577686516,7518,2015-03-26,310
1999-03-27,Jose Fernando FERREIRA SANTANA,1030,11.07,7.04,12.97,1.89,52.9,14.27,46.03,4.65,62.7,313,23.096509240246405,7517,2022-05-01,426
1991-10-16,José MENDIETA,1057,11.09,7.24,15.19,1.91,49.63,14.58,39.98,4,60.18,306,23.110198494182068,7517,2014-11-25,436
1987-04-02,Tim WUNDERLICH,2117,11.54,7.06,14.36,1.9,51.76,14.99,44.98,4.6,58.64,289,30.031485284052017,7517,2017-04-13,900
1979-06-07,Paolo MOTTADELLI,1630,11.34,7.17,14.63,1.8,49.95,14.78,43.94,4.6,58.29,303,28.136892539356605,7517,2007-07-27,691
1997-04-28,Ken MULLINGS,1135,11.09,7.07,12.86,2.03,50.88,14.42,41.25,4.4,57.18,302,22.275154004106778,7517,2019-08-07,472
1984-05-20,Jamie ADJETEY-NELSON,890,11.06,7.17,14.76,1.86,49.32,15.16,44.81,4.3,55.48,301,23.23066392881588,7517,2007-08-13,375
1994-06-08,David BROCK,496,11.23,6.98,13.82,1.97,51.17,15.24,41.06,4.5,55.3,275,21.815195071868583,7517,2016-04-01,196
1983-08-01,David GERVASI,502,11.25,6.84,14.29,1.95,50.77,14.73,40.07,4.75,53.04,287,24.145106091718002,7517,2007-09-23,198
1994-05-30,Vadym ADAMCHUK,2201,11.19,7.46,14.55,1.87,50.56,15.5,39.56,4.5,52.97,277,24.01095140314853,7517,2018-06-03,937
1985-05-04,Nikolay SHUBENOK,1575,11.56,6.8,13.56,2.01,50.63,14.83,40.3,4.7,52.2,272,21.16084873374401,7517,2006-07-02,664
1990-11-21,Ben GREGORY,275,11,7.27,12.74,1.84,50.62,14.61,38.7,4.8,50.96,278,23.4031485284052,7517,2014-04-17,109
1990-12-28,Qi GUO,1710,11.3,6.9,14.08,1.92,50.61,14.55,40.58,5,48.79,290,26.288843258042437,7517,2017-04-12,726
1990-01-15,Jeremy TAIWO,940,11.27,7.16,12.97,2.08,48.64,14.49,41.8,4.4,36.19,275,21.399041752224505,7517,2011-06-10,392
1992-01-25,Kevin LAZAS,1150,11.07,7.27,13.74,1.87,51.71,15.34,36.84,5.1,57.49,292,22.379192334017795,7516,2014-06-12,477
1991-01-29,Vasil IVANITSKIY,2210,11.21,7.39,11.94,2.04,51.34,15.49,43.17,4.3,56.35,278,22.45037645448323,7516,2013-07-12,940
1995-12-21,Trent NYTES,2161,11.16,6.93,13.17,2.07,49.85,15.01,38.18,4.51,54.7,288,23.457905544147845,7516,2019-06-06,922
1988-06-22,Daniel AWDE,469,11.06,7.12,12.03,1.78,47.16,14.69,37.12,4.9,53.18,284,20.16700889801506,7516,2008-08-22,185
1980-02-04,Nikolay AVERYANOV,1573,10.97,7.17,12.95,1.86,50.79,15.03,40.3,4.7,52.72,275,22.401095140314855,7516,2002-06-30,663
1992-07-18,Niels PITTOMVILS,1554,11.61,6.96,13.96,1.99,50.91,15.01,41.91,4.8,52.31,282,28.079397672826833,7516,2020-08-16,656
2000-02-04,Andrey RODIKOV,176,11.82,7.08,12.59,2.01,50.46,14.81,39.47,4.9,52.13,273,22.305270362765228,7516,2022-05-26,63
1995-03-04,Taavi TŠERNJAVSKI,2036,11.37,6.74,13.35,1.92,49.27,14.96,44.84,4.55,50,271,20.26009582477755,7516,2015-06-07,867
1994-08-28,Hunter PRICE,803,11.05,7.28,14.33,2.13,51.57,15,39.55,4.5,49.57,307,26.61738535249829,7516,2021-04-10,331
1981-08-17,Damjan SITAR,462,11.04,7.09,12.49,2.09,49.62,14.66,38.36,4.4,45.31,276,23.78097193702943,7516,2005-05-29,181
1969-04-11,Bruno LAMBESE,339,11.07,7,15.04,1.92,49.72,14.64,37.59,4.8,43.86,285,32.2217659137577,7516,2001-07-01,131
1994-04-25,Janek ÕIGLANE,905,11.68,6.95,14.01,2.04,51.21,15.06,38.78,4,68.04,275,20.197125256673512,7515,2014-07-06,380
1983-12-03,Aleksey DROZDOV,78,11.48,6.96,14.47,1.85,52.16,15.82,47.34,4.4,65.67,279,20.58590006844627,7515,2004-07-04,30
1981-09-28,Hiromasa TANAKA,793,10.9,6.94,12.38,1.78,50.44,15.37,43.96,5,59.82,292,28.125941136208077,7515,2009-11-13,326
1987-03-24,Sami ITANI,1874,11.19,6.84,14.07,2,50.01,14.89,41.2,4.4,56.65,293,25.26488706365503,7515,2012-06-28,799
1992-09-02,Kazuya KAWASAKI,1125,10.99,7.15,10.77,2.03,49.99,15.49,37.2,4.7,56.12,272,21.744010951403148,7515,2014-06-01,467
1983-09-23,Nadir EL FASSI,1516,11.32,6.89,12.66,1.85,50.93,14.73,39.52,4.62,54.02,252,25.99315537303217,7515,2009-09-20,639
1998-09-24,Trpimir ŠIROKI,2172,11.13,7.56,12.97,2.01,52.38,14.5,39.44,4.7,51.47,301,22.518822724161534,7515,2021-04-01,926
